Group1_key,ecatalogue_key,CatFullNumber,Present Sci name,Phylum,Class,Order,Family,Genus,Ocean,SeaGulf,BaySound,Country,ProvinceStateTerritory,DistrictCountyShire,Township,NearestNamedPlace,PreciseLocation,AquDepthFromMet,AquDepthToMet,ColDate,Year Collected,Collector,Lat,Long
24,24,IZ.086781,Ampithoe valida,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
25,25,IZ.086828,Eurypanopeus depressus,Arthropoda,Malacostraca,Decapoda,Xanthidae,Eurypanopeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
26,26,IZ.086829,Hemigrapsus sanguineus,Arthropoda,Malacostraca,Decapoda,Grapsidae,Hemigrapsus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
27,27,IZ.086855,Cerebratulus lacteus,Nemertina,Anopla,Heteronemertea,Lineidae,Cerebratulus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
28,28,IZ.086856,Geukensia demissa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Geukensia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
29,29,IZ.086871,Leucon americanus,Arthropoda,Malacostraca,Cumacea,Leuconidae,Leucon,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
30,30,IZ.086872,Edotia triloba,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,11/21/16,2016,Elder,41.26436,-72.7394
31,31,IZ.087982,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
32,32,IZ.087983,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
33,33,IZ.087984,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
34,34,IZ.087985,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
35,35,IZ.087986,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
36,36,IZ.087987,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
37,37,IZ.087988,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
38,38,IZ.087989,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
39,39,IZ.087990,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
40,40,IZ.087991,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
41,41,IZ.087992,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
42,42,IZ.087993,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
43,43,IZ.087994,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
44,44,IZ.087995,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
45,45,IZ.087996,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
46,46,IZ.087997,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,salt marsh.,,,8/23/16,2016,Elder,41.264,-72.739
47,47,IZ.087998,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
48,48,IZ.087999,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
49,49,IZ.088000,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
50,50,IZ.088001,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
51,51,IZ.088002,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
52,52,IZ.088003,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
53,53,IZ.088004,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
54,54,IZ.088005,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/20/16,2016,Elder,41.349,-71.972
55,55,IZ.088006,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
56,56,IZ.088007,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
57,57,IZ.088008,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
58,58,IZ.088009,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
59,59,IZ.088010,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
60,60,IZ.088011,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
61,61,IZ.088012,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
62,62,IZ.088013,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
63,63,IZ.088014,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
64,64,IZ.088015,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
65,65,IZ.088016,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
66,66,IZ.088017,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
67,67,IZ.088018,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
68,68,IZ.088019,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
69,69,IZ.088020,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
70,70,IZ.088021,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
71,71,IZ.088022,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
72,72,IZ.088023,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
73,73,IZ.088024,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
74,74,IZ.088025,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
75,75,IZ.088026,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
76,76,IZ.088027,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
77,77,IZ.088028,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
78,78,IZ.088029,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
79,79,IZ.088030,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
80,80,IZ.088031,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
81,81,IZ.088032,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
82,82,IZ.088033,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
83,83,IZ.088034,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
84,84,IZ.088035,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
85,85,IZ.088036,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
86,86,IZ.088037,Caprella,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,New London,Burr's Marina,The sides of floating docks.,,,7/25/16,2016,Elder,41.349,-71.972
87,87,IZ.095215,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,4/21/17,2017,Elder,41.26436,-72.7394
88,88,IZ.095216,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,4/21/17,2017,Elder,41.26436,-72.7394
89,89,IZ.095217,Diadumene lineata,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,,"near Richard's Farm, intertidal",,,4/21/17,2017,Elder,41.26436,-72.7394
90,90,IZ.096537,Gammarus mucronatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
91,91,IZ.096540,Crangon septemspinosa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
92,92,IZ.096541,Hemigrapsus sanguineus,Arthropoda,Malacostraca,Decapoda,Grapsidae,Hemigrapsus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
93,93,IZ.096543,Eurypanopeus depressus,Arthropoda,Malacostraca,Decapoda,Xanthidae,Eurypanopeus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
94,94,IZ.096544,Chiridotea coeca,Arthropoda,Malacostraca,Isopoda,Idoteidae,Chiridotea,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
95,95,IZ.096547,Pagurus acadianus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
96,96,IZ.096549,Bdelloura,Platyhelminthes,Turbellaria,Tricladida,Bdellouridae,Bdelloura,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
97,97,IZ.096580,Paraonis fulgens,Annelida,Polychaeta,Orbiniida,Paraonidae,Paraonis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
98,98,IZ.096582,Paraonis fulgens,Annelida,Polychaeta,Orbiniida,Paraonidae,Paraonis,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
99,99,IZ.096583,Urosalpinx cinerea,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
100,100,IZ.096588,Urosalpinx cinerea,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
101,101,IZ.096611,Crepidula fornicata,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,Shallow intertidal just off Bradley Rocks and along Bradley Point.,0,1,6/15/17,2017,Elder,41.251039,-72.9572
